class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Tadasana,0.510711789,0.24539414,-0.042610705,0.998323739,0.516997695,0.235220194,-0.019002434,0.998472035,0.521021128,0.235486284,-0.019089008,0.997879028,0.525112391,0.235719398,-0.019230461,0.998591185,0.506791472,0.236075193,-0.016330991,0.998388827,0.503552258,0.237071961,-0.01632705,0.997595072,0.500138879,0.237722978,-0.01636867,0.998532712,0.53199017,0.246888593,0.094064519,0.998608649,0.497373283,0.248647675,0.100706473,0.998323917,0.518591642,0.260005951,0.000652049,0.99569726,0.505801141,0.260433763,0.003152386,0.995122492,0.559920013,0.322714448,0.09470804,0.993917942,0.474730551,0.33258152,0.151762933,0.987828314,0.568511367,0.194693044,0.025853399,0.876304269,0.475489467,0.323771179,0.09706597,0.652460277,0.558898866,0.101824485,0.020035585,0.646543264,0.496352762,0.2825813,0.04457001,0.400445551,0.55888474,0.072598092,-0.022033531,0.507480919,0.504523695,0.27342999,-0.027457979,0.289283127,0.557674706,0.078189246,-0.018323876,0.495669663,0.504046798,0.273394912,-0.007355737,0.280482292,0.558571756,0.090871006,0.013575753,0.51424706,0.501473427,0.27712816,0.035891131,0.29362762,0.544272661,0.57807827,-0.017499289,0.999052942,0.494264126,0.581367314,0.017627537,0.998542905,0.545531154,0.78882134,-0.085195415,0.939226866,0.496769518,0.783707738,-0.029561544,0.900319695,0.53933382,0.97292918,0.012840028,0.886507511,0.502283096,0.964639783,0.083585627,0.874051154,0.534528196,0.98263061,0.011435089,0.575057209,0.505103409,0.973914444,0.084525459,0.559352815,0.549962163,1.041934133,-0.166544631,0.80643934,0.493460119,0.999175191,-0.078073606,0.819072962
Tadasana,0.510874391,0.245035321,-0.067060187,0.99827683,0.517541945,0.235145941,-0.03964065,0.99836123,0.521568418,0.235480353,-0.039711207,0.997738242,0.525662661,0.235729665,-0.039842214,0.998499453,0.507108927,0.235773861,-0.036715847,0.998320222,0.503785312,0.236698493,-0.036733072,0.997505069,0.500300884,0.237294629,-0.036739953,0.998455286,0.532527328,0.247057483,0.089005888,0.998526573,0.497648239,0.248349398,0.1001366,0.998223603,0.51880765,0.259935737,-0.01986579,0.995539963,0.505712509,0.260058492,-0.016860757,0.994973898,0.560950637,0.322694749,0.087495096,0.994063795,0.474820673,0.332589507,0.151585057,0.987646043,0.568563342,0.191352621,-0.005889575,0.883202732,0.475363493,0.34784916,0.086118683,0.631588101,0.557059586,0.086685307,-0.022601755,0.664406955,0.493956566,0.323550671,-0.013483386,0.382007807,0.559053659,0.058612611,-0.061108459,0.526060998,0.499103874,0.320032924,-0.0531017,0.277310789,0.556722939,0.072339527,-0.06042973,0.514260054,0.499333531,0.319553316,-0.058002103,0.269407898,0.55430001,0.078571603,-0.029318031,0.531900585,0.49774462,0.321613044,-0.024177339,0.282400429,0.546885371,0.578574955,-0.018663477,0.999044061,0.494149119,0.581846178,0.018774465,0.998501182,0.547486961,0.789054334,-0.083238408,0.941948116,0.496618271,0.78395462,-0.029027661,0.902002215,0.540533364,0.9729231,0.026800072,0.890381038,0.502303362,0.964761019,0.087289713,0.877183616,0.535665631,0.982570887,0.027331347,0.573330104,0.505180418,0.973860145,0.087376773,0.563948214,0.550070822,1.043135643,-0.15156725,0.812844217,0.493445247,0.999346495,-0.072981425,0.824735045
Tadasana,0.510827661,0.245398834,-0.074206635,0.99838239,0.517476916,0.235556826,-0.048877236,0.998391032,0.521501601,0.235972941,-0.048927013,0.997807741,0.525593936,0.236340106,-0.049072508,0.998514056,0.50710535,0.236012116,-0.048267841,0.998407304,0.503859878,0.236882523,-0.048268832,0.997664332,0.500469565,0.237441674,-0.048238553,0.998542964,0.532510161,0.247460619,0.081636675,0.998522222,0.498182118,0.248402938,0.081574306,0.998338044,0.51878202,0.26010254,-0.02551437,0.99571842,0.505728602,0.260093421,-0.025644675,0.99530369,0.560197055,0.323955953,0.087545216,0.9943887,0.475289106,0.334077716,0.160620868,0.988562107,0.562673867,0.195938781,0.039696105,0.886433125,0.478988737,0.446080267,0.21090202,0.587420583,0.560381532,0.094240576,0.084987879,0.66002208,0.480990499,0.51545006,0.20681718,0.3507092,0.560488582,0.0599331,0.053537726,0.516927063,0.491501153,0.547073126,0.198755577,0.256694257,0.559320092,0.072901197,0.057773478,0.504053831,0.49336046,0.547671914,0.164631754,0.24987641,0.5584203,0.078897119,0.079527453,0.526409388,0.494053781,0.53791225,0.191279337,0.262610257,0.545664072,0.578128219,-0.029214635,0.999033749,0.495227009,0.580889046,0.029369866,0.998496115,0.546790779,0.788440824,-0.085751377,0.944140196,0.496729851,0.781612992,-0.012079796,0.904028356,0.540413022,0.972244024,0.032003228,0.892469883,0.502638221,0.960152209,0.133682072,0.879282832,0.535649419,0.98210603,0.035535414,0.574021995,0.506065309,0.971888661,0.139017075,0.574619234,0.541420758,1.027039886,-0.133588806,0.814651847,0.487245888,0.994493127,-0.018405801,0.827431083
Tadasana,0.5116539,0.24543342,-0.100372471,0.998423517,0.517917395,0.235651597,-0.072548784,0.998442471,0.52171123,0.23618044,-0.072617933,0.997866333,0.525667131,0.236677364,-0.072777219,0.998549223,0.508135438,0.235970095,-0.069375426,0.998434782,0.504930735,0.236739144,-0.06932763,0.997683465,0.501587987,0.237126395,-0.069292977,0.998543024,0.532483995,0.24809368,0.054573018,0.998561144,0.499322325,0.247621477,0.069293715,0.998347819,0.519046843,0.260426968,-0.05443918,0.995902181,0.506475806,0.260117799,-0.050565958,0.995466948,0.559055746,0.324105769,0.053048979,0.994387865,0.476183504,0.329241484,0.113621749,0.988233626,0.561368585,0.189869702,-0.025924798,0.892251074,0.476321161,0.232009828,0.063594297,0.605456591,0.559408009,0.089845106,-0.057216518,0.670262754,0.484075218,0.145856708,0.001419205,0.367307603,0.554114878,0.06052636,-0.102002278,0.526917338,0.494826615,0.128010675,-0.042104557,0.268840551,0.55249846,0.073053397,-0.100604318,0.514113724,0.498128027,0.13003768,-0.047912646,0.261125952,0.549660802,0.078172751,-0.064227208,0.535234571,0.496919453,0.136519238,-0.010299636,0.274967045,0.544710636,0.579099119,-0.028076356,0.999046743,0.497773319,0.581671894,0.028228339,0.998505056,0.546771765,0.788507044,-0.069995828,0.944562554,0.497333914,0.781543553,-0.005772579,0.904875934,0.540427089,0.972316802,0.061486281,0.895699918,0.502476335,0.960238516,0.142882854,0.882867396,0.535613477,0.9821738,0.063709803,0.583320856,0.50593245,0.971669197,0.146995723,0.585794389,0.542675138,1.037245154,-0.11658746,0.817322373,0.486741066,0.994445741,-0.020023743,0.830534399
Tadasana,0.512212038,0.245156676,-0.081111453,0.998422742,0.518026233,0.235523671,-0.051807232,0.998461604,0.521711528,0.236076489,-0.051874727,0.997879505,0.525630713,0.236585081,-0.052028727,0.99855876,0.50873971,0.235793054,-0.050058544,0.99843657,0.505777717,0.236548617,-0.050041713,0.997683704,0.502753615,0.236912474,-0.050032996,0.99854809,0.53218925,0.247970894,0.074041978,0.998575211,0.501008809,0.247382432,0.085927658,0.998363912,0.519446254,0.260278672,-0.034424208,0.995980859,0.50762856,0.259883195,-0.032683726,0.99553299,0.559217811,0.324101001,0.058648773,0.994062662,0.476227432,0.329232365,0.10481105,0.98786968,0.567330658,0.190827563,-0.018332843,0.894086003,0.474008501,0.21853894,0.028907934,0.630290449,0.558457851,0.091061801,-0.017893244,0.66378665,0.489975125,0.130660206,-0.010517633,0.383281082,0.558166623,0.066566199,-0.057881594,0.518504798,0.500968516,0.109595045,-0.056194413,0.277850807,0.557294905,0.077404693,-0.057312749,0.505962849,0.503200531,0.114186794,-0.055240143,0.269652724,0.548987091,0.084935911,-0.02485593,0.527450502,0.500854015,0.122202955,-0.019598607,0.284666687,0.544653416,0.578990579,-0.019977668,0.999002397,0.498020411,0.581482708,0.020092163,0.998454094,0.544927835,0.78866905,-0.07023672,0.943725944,0.497705758,0.783124506,-0.030789534,0.904719353,0.540392935,0.973900557,0.056395225,0.896455526,0.504545629,0.967378914,0.090699501,0.883257329,0.535906613,0.983512163,0.056950517,0.580841184,0.508218646,0.976500511,0.09156508,0.582951009,0.543282986,1.049136996,-0.132672146,0.816342175,0.491156995,1.039839029,-0.087436453,0.829330862
Tadasana,0.517474651,0.245169938,-0.009149033,0.998546839,0.522664905,0.23557134,0.028921667,0.99858731,0.52596575,0.236141831,0.028928628,0.998049021,0.529499948,0.236675754,0.028827906,0.998676777,0.513713658,0.235897779,0.025787946,0.998557866,0.510684192,0.236732155,0.02576432,0.997862399,0.507803082,0.237229303,0.02577211,0.99866426,0.534726262,0.248313174,0.168073833,0.99868989,0.503676116,0.248843879,0.157135993,0.998498499,0.523707926,0.260292768,0.038199577,0.996297002,0.512466788,0.259896785,0.034420084,0.995882034,0.561896443,0.324964851,0.153284758,0.994417369,0.476123154,0.328997225,0.133649528,0.988634408,0.568953633,0.191261485,0.082424268,0.900198281,0.458887041,0.213385388,0.058640014,0.662127316,0.5561198,0.094932392,0.093908422,0.673185825,0.485734046,0.122665256,0.044924803,0.419653803,0.54790777,0.079055406,0.057137817,0.523662686,0.49640426,0.10123124,-0.000484347,0.304814875,0.545251727,0.087379687,0.062175166,0.510488868,0.498282909,0.106813684,0.008912819,0.295541286,0.541510522,0.092215538,0.088011965,0.532426775,0.495383501,0.115360543,0.03811872,0.312291652,0.54753089,0.579603493,-0.009425755,0.999049067,0.495791286,0.58151871,0.009475948,0.998524725,0.54538089,0.790913939,-0.070954874,0.943858504,0.496811956,0.784516633,-0.052778322,0.905299127,0.540366471,0.975408912,0.046909414,0.897994518,0.504547834,0.968295038,0.072428115,0.882000029,0.535898328,0.984379411,0.046634611,0.573641717,0.50803411,0.976911128,0.073871747,0.572869658,0.543414176,1.040294766,-0.150046885,0.817553937,0.493629754,1.047131062,-0.110568777,0.827917993
Tadasana,0.517651439,0.246307835,-0.078221396,0.998685718,0.524472713,0.236362666,-0.039203916,0.998721838,0.528156042,0.236977354,-0.03907802,0.998234868,0.53191644,0.237646282,-0.039084673,0.998802602,0.513554513,0.236748517,-0.043002032,0.998694658,0.510193229,0.237630427,-0.042999305,0.998066604,0.507485628,0.238211527,-0.042978078,0.998792112,0.537178397,0.250050545,0.118366376,0.998815656,0.501490355,0.250158608,0.100887418,0.998643696,0.523922205,0.261133492,-0.025478244,0.996653974,0.512200832,0.261346757,-0.029774573,0.996279716,0.567679048,0.328275502,0.093170181,0.994924486,0.464732558,0.329062819,0.064297669,0.989674807,0.610855043,0.229629263,-0.159602389,0.909566641,0.422147989,0.232628584,-0.245279953,0.695426702,0.561005592,0.151563719,-0.267404705,0.702868283,0.477702051,0.153128162,-0.403668821,0.473743945,0.547433197,0.130041346,-0.318553597,0.559603393,0.496105611,0.132676646,-0.459632784,0.359188795,0.542058647,0.136816695,-0.283084214,0.545951307,0.498286664,0.135381237,-0.419634819,0.34803021,0.541103005,0.147862688,-0.261893034,0.564048111,0.494898617,0.144387171,-0.398951709,0.362446576,0.550168514,0.580948472,-0.007975223,0.999080539,0.486580908,0.581768334,0.007944952,0.998604119,0.546370149,0.791857421,-0.060723715,0.946635067,0.492334306,0.785987616,-0.046022169,0.907880127,0.540547073,0.977656543,0.055728905,0.901045263,0.502136707,0.973182023,0.081592105,0.87885654,0.536034703,0.985907257,0.054996055,0.564712703,0.506083608,0.979925513,0.083203465,0.55736953,0.542729855,1.061671734,-0.14551343,0.825108111,0.494017839,1.03833425,-0.102407612,0.828337491
Tadasana,0.517931402,0.249526203,-0.193914801,0.998802423,0.524637818,0.238773391,-0.15816468,0.998831928,0.528283238,0.239062592,-0.15811041,0.998386741,0.532031238,0.239404157,-0.158141822,0.998903394,0.51386869,0.239928171,-0.161777139,0.998806596,0.510347784,0.24106577,-0.161722049,0.99823612,0.507243574,0.241980776,-0.161691517,0.998897254,0.537658691,0.250084102,-0.006761743,0.998914838,0.501387715,0.252574295,-0.021496467,0.998765469,0.52385509,0.262989193,-0.141121402,0.996963978,0.512189925,0.263891757,-0.145225659,0.996627569,0.569410384,0.329749048,-0.022317262,0.995334387,0.465393066,0.33199051,-0.037066925,0.990546942,0.637455821,0.266763777,-0.328640282,0.917848945,0.407641262,0.250354111,-0.369834602,0.725573003,0.579047799,0.199216604,-0.516272426,0.729456067,0.462084204,0.153665215,-0.563099027,0.524418056,0.550164282,0.177265972,-0.579191566,0.591638267,0.479784906,0.149163052,-0.62194401,0.415217251,0.542067051,0.177347049,-0.538612485,0.577335298,0.486794621,0.151655778,-0.582666576,0.403357714,0.543177485,0.188733533,-0.510543287,0.591748297,0.483963162,0.15576461,-0.557364404,0.415028334,0.551005185,0.583811104,-0.007465218,0.999058187,0.484843165,0.582343459,0.007372511,0.998606503,0.546710193,0.795589268,-0.054773338,0.947266936,0.490793377,0.78848809,-0.043686148,0.910012603,0.540558994,0.979297101,0.072220877,0.900952876,0.500298619,0.973741233,0.097767867,0.869823635,0.535653353,0.987456501,0.072636589,0.55280441,0.503507257,0.98015058,0.100892805,0.539196193,0.542773187,1.062894106,-0.122130193,0.825911045,0.493999153,1.055626154,-0.083988935,0.820048749
Tadasana,0.517696798,0.254972339,-0.159502938,0.998897254,0.524443328,0.241580218,-0.132779747,0.998917282,0.527982831,0.241752341,-0.132760793,0.998506963,0.531796157,0.242043167,-0.132826045,0.998980165,0.512242198,0.242928058,-0.130355582,0.998897493,0.507919967,0.244036302,-0.130338565,0.99837631,0.503867209,0.244925693,-0.130360648,0.998984635,0.538092554,0.252012581,-0.000556557,0.998972595,0.497543395,0.254353583,0.012175675,0.998862743,0.523909211,0.268984467,-0.111200094,0.997229755,0.511501968,0.270516843,-0.107952692,0.996932745,0.574622869,0.336064428,0.031309661,0.995583713,0.461196482,0.338028342,0.03690483,0.991394877,0.644058049,0.364823252,-0.221476868,0.924210548,0.395006925,0.353977114,-0.180149451,0.752485275,0.61928165,0.266906828,-0.482461125,0.75039345,0.414208561,0.23000589,-0.405701548,0.570716321,0.608824134,0.240426525,-0.536303699,0.616072059,0.415355921,0.206973046,-0.459205776,0.469031096,0.592100501,0.236134619,-0.509673715,0.600968182,0.421124518,0.202858195,-0.433483273,0.457711756,0.594352365,0.245574817,-0.480810821,0.611203671,0.424056143,0.210116386,-0.404567003,0.46722126,0.551487327,0.583856761,-0.006026699,0.998954177,0.481049836,0.582271457,0.005887236,0.998582661,0.54936707,0.79658699,-0.052943252,0.948075473,0.487939745,0.789837062,-0.041652355,0.914378703,0.542862058,0.977255166,0.057318866,0.901724398,0.498378605,0.973790228,0.054309152,0.870872676,0.537175119,0.98551178,0.056518059,0.544522166,0.502579451,0.98014009,0.053585358,0.535972774,0.543788135,1.059818745,-0.126729041,0.828772783,0.494729608,1.059139729,-0.120362982,0.820156276
Tadasana,0.517527938,0.254130214,-0.247906119,0.99895364,0.524225295,0.241476387,-0.227476642,0.998897254,0.527770042,0.241654024,-0.227528781,0.998528063,0.531597555,0.241952375,-0.227674931,0.998985887,0.51214397,0.242769659,-0.227255508,0.998895824,0.507865548,0.243855059,-0.227252871,0.998416305,0.503900349,0.244706601,-0.227244169,0.998988688,0.537957728,0.251937866,-0.100613214,0.998912632,0.498670012,0.254237115,-0.098596081,0.998788357,0.524031937,0.267499834,-0.199544534,0.997433424,0.511320472,0.268742263,-0.199008673,0.997148693,0.577961445,0.339011997,-0.020336937,0.995984674,0.460774571,0.343034089,-0.018435556,0.992185891,0.625644088,0.443234891,0.015633743,0.925868511,0.413792133,0.452865541,-0.000745531,0.765528142,0.619679987,0.53407979,-0.093150035,0.74706459,0.437092245,0.51805377,-0.114939258,0.564929426,0.616037905,0.564567685,-0.127239421,0.613526404,0.440224081,0.544524908,-0.149931699,0.463053375,0.606256485,0.563141882,-0.17179589,0.601354063,0.447603077,0.536436856,-0.193797141,0.453890264,0.602524877,0.551541269,-0.111705601,0.607960641,0.448356956,0.526625752,-0.133677378,0.461516768,0.552883923,0.581335068,-0.002472767,0.998692751,0.480354875,0.578726411,0.002491599,0.998377562,0.551200032,0.795768797,-0.058736838,0.947225869,0.486589015,0.787263036,-0.057029534,0.917860925,0.543290317,0.976247191,0.040044136,0.902501106,0.497931093,0.9737041,0.037613802,0.87245512,0.537299931,0.985432565,0.039393272,0.537874579,0.502490759,0.980138063,0.037254862,0.527887344,0.551377892,1.057971835,-0.138258412,0.829508126,0.49488467,1.052915215,-0.135727495,0.819497943
Tadasana,0.51584661,0.250950038,-0.205376297,0.998987973,0.523688912,0.239557907,-0.185073048,0.998849392,0.527676344,0.23988089,-0.185149208,0.998524547,0.531485081,0.240342215,-0.185284391,0.998972535,0.510525048,0.240644738,-0.182580203,0.998834312,0.506232858,0.241762683,-0.182583064,0.998381019,0.502281368,0.242680356,-0.182618469,0.998927355,0.538181245,0.250329107,-0.066688485,0.998795211,0.498643637,0.252963603,-0.055019878,0.998560011,0.523912311,0.263818949,-0.160717741,0.997582436,0.509554446,0.264857471,-0.157543883,0.997269511,0.580380619,0.340841144,-0.001167936,0.996317506,0.461619854,0.344316542,0.014846121,0.992838562,0.619643152,0.470554501,0.036565803,0.915158987,0.424572408,0.460823655,0.058754623,0.750018418,0.606606424,0.563127279,-0.057732325,0.7177338,0.436026335,0.527427554,-0.032283556,0.532367468,0.609056115,0.60195899,-0.088790849,0.590418398,0.433630615,0.551984251,-0.063140027,0.439052403,0.602639377,0.603038609,-0.125200465,0.580088079,0.438432395,0.546569169,-0.100726977,0.43158108,0.597325385,0.585782766,-0.074629627,0.584301591,0.443866789,0.540791631,-0.051327992,0.439168602,0.554246843,0.581326604,-0.002064686,0.998584867,0.480591446,0.578773737,0.002074927,0.99829644,0.552221119,0.796664953,-0.050703872,0.948125839,0.485959858,0.787668049,-0.0558495,0.922181666,0.543218136,0.976068437,0.060205858,0.906226158,0.497094929,0.973623395,0.041664265,0.87735492,0.537283838,0.985469997,0.060631655,0.54123652,0.502248764,0.980083644,0.042252891,0.526239455,0.552717209,1.057057977,-0.112551883,0.834986567,0.494066656,1.049929738,-0.113838099,0.824528456
Tadasana,0.513534784,0.245063573,-0.260915458,0.999060452,0.521316707,0.231746063,-0.242824957,0.998881817,0.525797188,0.231805161,-0.242877215,0.998601019,0.530022025,0.232147709,-0.242978126,0.999014437,0.50758332,0.234186694,-0.240219876,0.998863161,0.503334343,0.236010104,-0.240224242,0.998453557,0.49919647,0.237779528,-0.240266442,0.998950124,0.537987113,0.241659269,-0.122071169,0.998821437,0.496195376,0.248656765,-0.109556913,0.998541176,0.523348689,0.258457094,-0.214114502,0.997782648,0.507494986,0.260519892,-0.210654706,0.997477353,0.581580162,0.339821726,-0.042639457,0.996658087,0.460530818,0.343534201,-0.018874358,0.993494987,0.6144979,0.463010341,0.013694803,0.917913973,0.426516593,0.46002087,0.038560677,0.758350492,0.60785985,0.570610166,-0.081748538,0.725097001,0.426773697,0.53699863,-0.058357961,0.538098693,0.60934484,0.608540714,-0.112298682,0.602027893,0.421197504,0.57638818,-0.089633033,0.447160304,0.602849662,0.610048532,-0.147558793,0.593888342,0.426049471,0.571395934,-0.128882945,0.44207269,0.598675191,0.598086238,-0.098420002,0.595492303,0.432398796,0.555556536,-0.078203507,0.448670536,0.55695951,0.579223633,-0.002204138,0.998453557,0.481185824,0.578407586,0.002207436,0.99819988,0.552184939,0.796179712,-0.05204894,0.949289739,0.485928237,0.78771472,-0.05065503,0.925741792,0.54381299,0.976045072,0.056720387,0.909708202,0.497050822,0.974558055,0.05538388,0.881054401,0.538480997,0.985628128,0.056098979,0.539955974,0.502318919,0.983065069,0.055761002,0.526949525,0.548637152,1.055981874,-0.114662752,0.839673936,0.492852747,1.051110029,-0.111894488,0.828196466
Tadasana,0.512604594,0.243173987,-0.219038576,0.999138653,0.520255983,0.231021926,-0.198364481,0.998949289,0.52491796,0.231120527,-0.19841364,0.998700738,0.529288054,0.231428444,-0.198513269,0.99908036,0.506623209,0.233453825,-0.197121248,0.998928368,0.502439976,0.235298291,-0.197114632,0.998556376,0.498336971,0.23706609,-0.197144896,0.999007404,0.537686944,0.240776122,-0.07477323,0.998877525,0.495209038,0.247894987,-0.069701001,0.998586774,0.522952318,0.256532967,-0.17215538,0.997976363,0.506381929,0.258585006,-0.170809537,0.997686088,0.581641972,0.339132577,-0.00660095,0.996976018,0.459577948,0.34327355,0.001398489,0.994107604,0.612273335,0.462263584,0.041912548,0.920141876,0.427853346,0.456526279,0.034802899,0.766577423,0.612019598,0.569532216,-0.062444676,0.735573173,0.425375134,0.529770672,-0.07459268,0.545479119,0.617005587,0.60514766,-0.094161376,0.616634905,0.41878286,0.567663014,-0.108906962,0.457250535,0.6110062,0.607747674,-0.13237974,0.61041975,0.423779547,0.564330697,-0.145003393,0.454183996,0.605513334,0.59702909,-0.080512211,0.609322608,0.430258691,0.5497123,-0.094090201,0.459482193,0.55699265,0.57662183,-0.001061546,0.998488426,0.479972541,0.575960577,0.001061821,0.99825722,0.552522659,0.793080389,-0.053907134,0.95091486,0.486093819,0.785503685,-0.052823406,0.929686189,0.544330418,0.975997806,0.048122536,0.913942814,0.497169405,0.974618793,0.050833326,0.885830462,0.538838029,0.985842943,0.046911426,0.545422673,0.50235796,0.983864844,0.050819747,0.52571702,0.550843656,1.054431558,-0.126227826,0.84725827,0.493298203,1.03816545,-0.120146498,0.834327221
Tadasana,0.511654079,0.240217656,-0.24140808,0.999174774,0.518895924,0.228582248,-0.222259805,0.998926699,0.52359736,0.228705034,-0.222312838,0.998712778,0.528162479,0.229031876,-0.222426862,0.999079883,0.50569737,0.231109351,-0.220589429,0.998908699,0.501722753,0.233127996,-0.220589355,0.998564422,0.497795016,0.235041469,-0.220652863,0.998985648,0.537190795,0.239252508,-0.10414461,0.998792112,0.49496609,0.246953279,-0.096675076,0.998467326,0.522481263,0.254018188,-0.19640556,0.998095393,0.505617976,0.255951315,-0.194382995,0.997792184,0.582019687,0.338891983,-0.028366778,0.997224689,0.459684998,0.342934787,-0.023354663,0.994612813,0.609320164,0.463975281,0.026087279,0.915554583,0.431573808,0.45897004,0.030940518,0.75903964,0.609358251,0.566312253,-0.062734649,0.723024666,0.432922125,0.542387903,-0.037365906,0.52136445,0.613491774,0.600993097,-0.091458693,0.607246995,0.430402666,0.583503067,-0.063751116,0.438424528,0.606851935,0.603162467,-0.128625244,0.602792799,0.435432822,0.579950929,-0.102525294,0.436410457,0.60157764,0.592005491,-0.079876594,0.599091768,0.439537585,0.564159095,-0.055820655,0.441872895,0.559574246,0.575723231,-0.000973025,0.998386204,0.48038131,0.575645804,0.000965717,0.998217702,0.552705407,0.791582763,-0.041842669,0.950594783,0.485901296,0.783586621,-0.042100228,0.931822419,0.544414878,0.972577274,0.07457234,0.915109992,0.49718219,0.969568014,0.074725024,0.887399077,0.538811445,0.983890712,0.075243935,0.543455362,0.502423942,0.980546534,0.076509185,0.521548092,0.55389297,1.04469049,-0.095946476,0.848736227,0.490674317,1.013745308,-0.090291172,0.835286438
Tadasana,0.510900676,0.239528254,-0.24406895,0.999197125,0.517858982,0.228367805,-0.223163217,0.998903155,0.522587657,0.228528962,-0.223246336,0.998723149,0.527307391,0.228843018,-0.223391861,0.999080896,0.504862189,0.230864927,-0.222203687,0.998885095,0.500909686,0.232925713,-0.222227067,0.998569727,0.496977001,0.23486416,-0.222298548,0.998972058,0.536822617,0.239057451,-0.098824814,0.99874562,0.49422726,0.246983588,-0.093633696,0.998384476,0.52208209,0.253639102,-0.196725994,0.998202085,0.504991353,0.255320251,-0.195441291,0.997883081,0.582717299,0.339077324,-0.022414364,0.99743706,0.459512323,0.342994064,-0.013053345,0.995027304,0.607062459,0.466133893,0.031356536,0.908720315,0.433606297,0.461235434,0.048902128,0.750561774,0.605671763,0.563562214,-0.059368275,0.696953416,0.436247349,0.547318041,-0.024661379,0.496104509,0.60695684,0.60054183,-0.089759782,0.585177302,0.433872461,0.58757323,-0.053443015,0.418459743,0.600628197,0.601722836,-0.125137165,0.582337677,0.439892441,0.578418612,-0.090586968,0.417538524,0.596452892,0.58854425,-0.075817332,0.577075064,0.443392992,0.567586541,-0.042497925,0.42270124,0.559414208,0.574984848,-0.001482105,0.998175979,0.480476141,0.57490772,0.001518787,0.998053014,0.55165261,0.790444195,-0.045648608,0.947707176,0.486089885,0.783582628,-0.04221433,0.930968881,0.544027269,0.969860792,0.069458261,0.912745476,0.497972399,0.970092237,0.071414463,0.884034097,0.538838983,0.982164621,0.070146017,0.533135116,0.503664851,0.981508553,0.072979532,0.509235859,0.553126156,1.043692946,-0.104825079,0.844747663,0.490896404,1.037498116,-0.09779492,0.829047441
Tadasana,0.510562897,0.23963888,-0.318688184,0.999186814,0.517694473,0.228695616,-0.301333934,0.998766065,0.522473693,0.228884831,-0.301403135,0.998625219,0.527222157,0.229214832,-0.301522672,0.998987019,0.504493356,0.231058538,-0.29894048,0.99877578,0.500460804,0.233056322,-0.298977017,0.99848479,0.496421874,0.234930441,-0.299069732,0.998870552,0.536726117,0.239274457,-0.180051029,0.998523355,0.493627876,0.246858284,-0.169007331,0.998147368,0.521814883,0.253808409,-0.271327704,0.998245358,0.504235864,0.255358905,-0.268349826,0.997907102,0.58275497,0.338929683,-0.094098739,0.997587442,0.459019274,0.342915475,-0.075214341,0.99542892,0.604883552,0.468294978,-0.014473888,0.905265212,0.434771389,0.46132642,-0.003134629,0.749902487,0.603379726,0.566027284,-0.093383148,0.680131853,0.437674373,0.545409918,-0.078818694,0.481324434,0.603869081,0.603629291,-0.112000644,0.571259439,0.4360331,0.587424159,-0.097608604,0.406760335,0.597146571,0.604578555,-0.166181445,0.56965512,0.442152679,0.584002554,-0.153006643,0.406685233,0.59341085,0.593354464,-0.113251045,0.563496828,0.445072472,0.56665802,-0.101090804,0.411721438,0.559845507,0.575534821,-0.001695752,0.997839808,0.480845779,0.577458441,0.001718931,0.997879922,0.552051365,0.790582657,-0.021340227,0.947342694,0.486111552,0.783625543,-0.012646872,0.933382571,0.544584811,0.967179179,0.114276215,0.913341165,0.497695535,0.964816391,0.118872538,0.886518776,0.539475799,0.979080975,0.116857424,0.536274314,0.503666043,0.97723788,0.12230891,0.514271319,0.554719806,1.03894949,-0.049109269,0.845411241,0.488176823,1.010119438,-0.042578891,0.831394732
